,church name,city,denomination,latitude,longitude,state,street address,zip code
0,BANNER FAITH MINISTRY,CHICAGO,NON CLASSIFIED AFFILIATION,41.744230000414234,-87.6636700000704,IL,8220 S ASHLAND AVE,60620
1,TRINITY EPISCOPAL CHURCH,CHICAGO,EPISCOPAL CHURCH,41.845569999955615,-87.6232100003412,IL,125 E 26TH ST,60616
2,SHRINE OF OUR LADY OF POMPEII,CHICAGO,ROMAN CATHOLIC CHURCH,41.87233999969129,-87.65792000020781,IL,1224 W LEXINGTON ST,60607
3,BLESSED ALOJZIJE CARDINAL,CHICAGO,ROMAN CATHOLIC CHURCH,41.99652999985966,-87.67766000040865,IL,6346 N RIDGE AVE,60660
4,GOOD NEWS COMMUNITY UCC,CHICAGO,UNITED CHURCH OF CHRIST,42.02078000029684,-87.67274000015084,IL,7649 N PAULINA ST,60626
5,ST MARK EPISCOPAL CHURCH,EVANSTON,EPISCOPAL CHURCH,42.045370000225375,-87.6881500003222,IL,1509 RIDGE AVE,60201
6,OUR LADY OF THE RIDGE PARISH,CHICAGO RIDGE,ROMAN CATHOLIC CHURCH,41.69565999990914,-87.77881000018135,IL,10811 RIDGELAND AVE,60415
7,FAITH LUTHERAN CHURCH,OAK LAWN,LUTHERAN CHURCH - MISSOURI SYNOD,41.71571999957837,-87.77472000042764,IL,9701 MELVINA AVE,60453
8,TRANSFORMATION BIBLE CHURCH,CHICAGO,INDEPENDENT BIBLE CHURCHES,41.895930000269345,-87.7731000003647,IL,5916 W RICE ST,60651
9,UNIVERSAL CHURCH,CHICAGO,UNITARIAN UNIVERSALIST ASSOCIATION,41.9536500000475,-87.75393000036917,IL,5040 W IRVING PARK RD,60641
10,LIGHT-THE WORLD CHR-GOD IN,CHICAGO,"CHURCH OF GOD (CLEVELAND, TN)",41.73344000015595,-87.66321000044115,IL,8828 S ASHLAND AVE,60620
11,JEANETTE'S HOUSE OF PRAYER INC,CHICAGO,NON CLASSIFIED AFFILIATION,41.76890999999654,-87.56702999963471,IL,6930 S SOUTH SHORE DR # 519,60649
12,AUGUSTINIANS OF THE MIDWEST,CHICAGO,ROMAN CATHOLIC CHURCH,41.7979100000465,-87.58506000011886,IL,5401 S CORNELL AVE,60615
13,INTERNATIONAL FELLOWSHIP,CHICAGO,CHRISTIAN - OTHER,41.88284999962781,-87.63270000000495,IL,30 N LA SALLE ST # 4300,60602
14,BOWMANVILLE BAPTIST CHURCH,CHICAGO,BAPTIST - OTHER,41.97778999990862,-87.69195999975415,IL,2478 W BERWYN AVE,60625
15,GOOD FOOD PROJECT,CHICAGO,NON CLASSIFIED AFFILIATION,41.97711000002653,-87.67426999966074,IL,5235 N RAVENSWOOD AVE # 10,60640
16,ST PASCAL,CHICAGO,ROMAN CATHOLIC CHURCH,41.95219999973028,-87.78148000010191,IL,3935 N MELVINA AVE,60634
17,MT PISGAH MINISTRY,EVANSTON,NON-DENOMINATIONAL CHURCHES,42.04870999956688,-87.69817999970718,IL,1815 CHURCH ST,60201
18,CHRISTIAN LIFE CTR CHICAGO,ELMWOOD PARK,NON CLASSIFIED AFFILIATION,41.91687999961232,-87.8093500002023,IL,2017 N 73RD CT,60707
19,FIRST CHURCH CHRISTIAN SCIENCE,PARK RIDGE,CHRISTIAN SCIENCE CHURCHES,42.0116700001704,-87.82774000020083,IL,330 W TOUHY AVE,60068
20,STRATFORD CHRISTIAN CTR CHURCH,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.72683999976624,-87.66319999997995,IL,9152 S ASHLAND AVE,60620
21,ST COLUMBANUS CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.76556999975571,-87.61703999999594,IL,331 E 71ST ST,60619
22,CATHEDRAL MISSIONARY BAPT CHR,CHICAGO,PROGRESSIVE NATIONAL BAPTIST CONVENTION,41.806610000151466,-87.6239199998081,IL,4821 S WABASH AVE,60615
23,ST PAUL CME CHURCH,CHICAGO,CHRISTIAN METHODIST EPISCOPAL CHURCH,41.81018000020691,-87.62758999997845,IL,4644 S DEARBORN ST,60609
24,ST AUGUSTINES CTR AMER INDIANS,CHICAGO,EPISCOPAL CHURCH,41.96403000028431,-87.65519999978011,IL,4512 N SHERIDAN RD,60640
25,BETHANY BAPTIST CHURCH,EVANSTON,AMERICAN BAPTIST CHURCHES/USA,42.040469999990535,-87.68314000041067,IL,1225 ELMWOOD AVE,60202
26,YUGOSLAVIAN SEVENTH-DAY,CHICAGO,SEVENTH DAY ADVENTISTS,41.98312000018791,-87.72879999982013,IL,5608 N PULASKI RD,60646
27,FAR WEST CHURCH OF CHRIST,CHICAGO,CHRISTIAN & CHURCHES OF CHRIST,41.86638999959888,-87.72885999988904,IL,4134 W ROOSEVELT RD,60624
28,ST STANISLAUS BISHOP & MARTYR,CHICAGO,ROMAN CATHOLIC CHURCH,41.92235999961434,-87.76015999988402,IL,5352 W BELDEN ST,60639
29,CHICAGO BLUE ARMY,CHICAGO,NON CLASSIFIED AFFILIATION,41.93684000006601,-87.71104999965775,IL,3051 N CHRISTIANA AVE,60618
30,CHURCH OF CHICGOANS,CHICAGO,NON CLASSIFIED AFFILIATION,41.97596000005399,-87.767239999926,IL,5518 W GETTYSBURG ST,60630
31,SAINT HILARY CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.98310000016494,-87.6980599995693,IL,5600 N FAIRFIELD AVE,60659
32,CONGREGATION LEV SOMEACH,CHICAGO, ,41.98273999975123,-87.71475999987405,IL,5555 N BERNARD ST,60625
33,CENTRAL MISSIONARY BAPTIST CHR,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.72732999987966,-87.6626400002358,IL,9155 S ASHLAND AVE,60620
34,SAINT CLOTILDE CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.74138999984865,-87.61642000018281,IL,8430 S CALUMET AVE,60619
35,CENTRAL SYNAGOGUE,CHICAGO, ,41.89887000005052,-87.62877000043511,IL,15 W DELAWARE PL,60610
36,ST HEDWIG CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.92202999968481,-87.68085999958925,IL,2226 N HOYNE AVE,60647
37,LINCOLN PARK PRESBYTERIAN CHR,CHICAGO,PRESBYTERIAN CHURCH (USA),41.92586999960088,-87.64423000021429,IL,600 W FULLERTON PKWY,60614
38,QASSAM MOSQUE CULTURAL CENTER,CHICAGO, ,41.77882000014296,-87.70693999988106,IL,3357 W 63RD ST,60629
39,AMOR DE DIOS UNITED METHODIST CHURCH,CHICAGO,UNITED METHODIST CHURCH,41.84870999996656,-87.70650999983661,IL,2356 S SAWYER AVE,60623
40,SAINT GILES CATHOLIC CHURCH,OAK PARK,ROMAN CATHOLIC CHURCH,41.90498999988864,-87.79166999967072,IL,1025 COLUMBIAN AVE,60302
41,ST CYRIL & METHODIUS PARISH,CHICAGO,POLISH NATIONAL CATHOLIC CHURCH,41.931489999763755,-87.770379999937,IL,5744 W DIVERSEY AVE,60639
42,CHURCH OF CHRIST PRESBYTERIAN,CHICAGO,UNITED CHURCH OF CHRIST,41.98804000044572,-87.7118299996547,IL,5846 N SPAULDING AVE,60659
43,EDISON PARK COMMUNITY CHR UCC,CHICAGO,UNITED CHURCH OF CHRIST,42.00188000016192,-87.81132000021779,IL,6675 N OKETO AVE,60631
44,GOOD TEMPLE MSSNRY BAPT CHR,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.72515999963434,-87.60495000004244,IL,9314 S COTTAGE GROVE AVE,60619
45,BIBLEWAY CHURCH OF CHICAGO,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.721740000200896,-87.63618999996851,IL,502 W 95TH ST,60628
46,GREATER TABERNACLE MSSNRY BAPT,CHICAGO,BAPTIST - OTHER,41.7177699996858,-87.65685999988904,IL,1339 W 97TH ST,60643
47,UNITED VOTERS FOR TRUTH-CHANGE,CHICAGO,NON CLASSIFIED AFFILIATION,41.76585000007748,-87.68659999989006,IL,7019 S MAPLEWOOD AVE,60629
48,MUHAMMAD ISLAMIC FOUNDATION,CHICAGO, ,41.89248000035178,-87.62254999958276,IL,207 E OHIO ST,60611
49,ST SYMPHOROSA CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.78030999960686,-87.77107000028025,IL,6135 S AUSTIN AVE,60638
50,NEW ST JOHN COMMUNITY BAPT CHR,CHICAGO,BAPTIST - OTHER,41.865310000156455,-87.71695999970416,IL,1230 S MILLARD AVE,60623
51,REFRESHING SPRING MSSNRY CHR,CHICAGO,BAPTIST - OTHER,41.87481000028134,-87.74531999991802,IL,400 S CICERO AVE,60644
52,ST GILES PARISH,OAK PARK,ROMAN CATHOLIC CHURCH,41.90498999988864,-87.79166999967072,IL,1025 COLUMBIAN AVE,60302
53,SOUTHEAST CONGREGATION,CHICAGO,JEHOVAH'S WITNESSES,41.71659000012846,-87.55967000017034,IL,9837 S TORRENCE AVE,60617
54,GREATER DIVINE MINISTRY BAPT,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.76542999959486,-87.62348999976365,IL,45 E 71ST ST,60619
55,MASJID ROSCOE,CHICAGO, ,41.943400000409724,-87.65507999964223,IL,1017 W ROSCOE ST,60657
56,CRAWFORD BIBLE CHURCH,CHICAGO,BAPTIST - OTHER,41.83674000015094,-87.72840999982162,IL,4155 W 31ST ST,60623
57,LIGHTHOUSE GOSPEL MSSNRY BAPT,CHICAGO,BAPTIST - OTHER,41.872189999968555,-87.70117999955727,IL,3004 W LEXINGTON ST,60612
58,NORTHWEST FREEWILL BAPTIST CHURCH,CHICAGO,FREE WILL BAPTISTS,41.93162999992461,-87.75984000041564,IL,5318 W DIVERSEY AVE,60639
59,MIDWEST ASSOCIATION OF SHIA,CHICAGO, ,41.967770000085466,-87.73745999987904,IL,4353 W LAWRENCE AVE,60630
60,AGUDATH ISRAEL-WEST ROGERS PRK,CHICAGO,NON CLASSIFIED AFFILIATION,42.004690000243386,-87.70018000020679,IL,2801 W PRATT BLVD,60645
61,TO GOD BE THE GLORY CHRISTIAN,CHICAGO,FULL GOSPEL FELLOWSHIP,41.690179999907116,-87.67262000001296,IL,11160 S LONGWOOD DR,60643
62,SAINT VINCENT FERRER CATHOLIC CHURCH,RIVER FOREST,ROMAN CATHOLIC CHURCH,41.90742000043275,-87.81397000011538,IL,1530 JACKSON AVE,60305
63,IMMANUEL UNITED CHURCH OF CHRIST,EVERGREEN PARK,UNITED CHURCH OF CHRIST,41.714589999628856,-87.68403000008442,IL,9815 S CAMPBELL AVE,60805
64,OUR LADY GATE OF HEAVEN PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.71540000010998,-87.56728999993351,IL,2330 E 99TH ST,60617
65,SAINT HENRY CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.99736999992558,-87.68193000036916,IL,6335 N HOYNE AVE,60659
66,JAMES TEMPLE CHURCH OF GOD,CHICAGO,CHURCH OF GOD - OTHER,41.86079999992012,-87.72904000009589,IL,1456 S KEDVALE AVE,60623
67,PILGRIM REST MISSIONARY CHURCH,CHICAGO,BAPTIST - OTHER,41.871770000385254,-87.69876000037368,IL,736 S FRANCISCO AVE,60612
68,MT CARMEL HOLINESS CHURCH,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.88220999979171,-87.74556000019379,IL,4800 W WASHINGTON BLVD,60644
69,LAMON AVENUE BAPTIST CHURCH,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.92779999957037,-87.74792999976961,IL,4851 W WRIGHTWOOD AVE,60639
70,IGLESIA CRISTIANA CASA-ORACION,CHICAGO,NON CLASSIFIED AFFILIATION,41.936920000157954,-87.69844000000597,IL,2814 W NELSON ST,60618
71,ROSELAND BIBLE CHURCH,CHICAGO,PLYMOUTH BRETHREN,41.692259999599344,-87.62921999960327,IL,233 W 111TH ST,60628
72,HARVEST BIBLE CHAPEL PALOS,PALOS HILLS,SOUTHERN BAPTIST CONVENTION,41.68699999985017,-87.81854999998245,IL,8015 W 111TH ST,60465
73,ALLEN WARD AME CHURCH,CHICAGO,AFRICAN METHODIST EPISCOPAL CHURCH,41.7252300001644,-87.6054299996947,IL,9315 S EVANS AVE,60619
74,OUR LADY GATE OF HEAVEN CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.71532000001804,-87.56720999984157,IL,2338 E 99TH ST,60617
75,ST JOHN CANTIUS PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.89698000012697,-87.65308999960376,IL,825 N CARPENTER ST,60642
76,CITY VINEYARD CHRISTIAN FELLOWSHIP,CHICAGO,ASSOCIATION OF VINEYARD CHURCHES,41.95311000032632,-87.66941999993304,IL,3918 N ASHLAND AVE,60613
77,CHURCH OF CHICAGO,OAK LAWN,EVANGELICAL - OTHER,41.71078999975873,-87.73144000015583,IL,10000 S KOSTNER AVE,60453
78,IGLESIA SANTA CRUZ,CHICAGO,EVANGELICAL LUTHERAN CHURCH IN AMERICA,41.77369999965532,-87.71988000036168,IL,6545 S SPRINGFIELD AVE,60629
79,ST MARY OF CZESTOCHOWA,CICERO,ROMAN CATHOLIC CHURCH,41.83801999982319,-87.74556999975567,IL,3010 S 48TH CT,60804
80,SPIRIT OF TRUTH CHURCH,CHICAGO,NATIONAL BAPTIST CONVENTION OF AMERICA,41.87337999998704,-87.71264000013588,IL,3447 W HARRISON ST,60624
81,PERFORMING CHRIST MINISTRIES,CHICAGO,NON CLASSIFIED AFFILIATION,41.886940000280845,-87.75576999978563,IL,5209 W LAKE ST,60644
82,KINGDOM BUILDERS CHURCH,CHICAGO,CHRISTIAN - OTHER,41.908989999988535,-87.77214000016085,IL,5835 W NORTH AVE,60639
83,ST HILARY PARISH,CHICAGO,ROMAN CATHOLIC CHURCH,41.98525000038728,-87.71381000013139,IL,5601 N CALIFORNIA,60659
84,HOLY TRINITY LUTHERAN CHURCH,GLENVIEW,EVANGELICAL LUTHERAN CHURCH IN AMERICA,42.065989999638816,-87.81561000020133,IL,2328 CENTRAL RD,60025
85,FAMILY OF GOD CHURCH OF GOD IN CHRIST,CHICAGO,CHURCH OF GOD IN CHRIST,41.742610000351306,-87.64423000021429,IL,8324 S HALSTED ST,60620
86,CHURCH OF CHRIST,CHICAGO,CHRISTIAN & CHURCHES OF CHRIST,41.75973000023936,-87.66282000044265,IL,1514 W 74TH ST,60636
87,GREATER MT OLIVE,CHICAGO,BAPTIST - OTHER,41.77798000007698,-87.65351000008638,IL,6354 S MAY ST,60621
88,PILGRIM BAPTIST CHURCH,CHICAGO,BAPTIST - OTHER,41.834719999628305,-87.62196999981558,IL,3300 S INDIANA AVE,60616
89,HOLY FAMILY CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.8672299996648,-87.6540400002458,IL,1080 W ROOSEVELT RD,60608
90,THE SALVATION ARMY-CHICAGO HARBOR LIGHT,CHICAGO,SALVATION ARMY,41.87984999977772,-87.66519000001847,IL,1515 W MONROE ST,60607
91,SAINT MICHAEL IN OLD TOWN CATHOLIC CHRCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.911920000207886,-87.64090000043461,IL,1633 N CLEVELAND AVE,60614
92,ST PAUL COPTIC ORTHODOX MSSN,CHICAGO,EASTERN ORTHODOX - OTHER,41.92688999987365,-87.69417999960729,IL,2500 N TALMAN AVE,60647
93,SAINT JEROME CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,42.008949999742754,-87.67255999994399,IL,1709 W LUNT AVE,60626
94,FIRST CONGREGATIONAL CHURCH,EVANSTON,UNITED CHURCH OF CHRIST,42.04709000040327,-87.6869299998196,IL,1445 HINMAN AVE,60201
95,BETHESDA CHURCH,CHICAGO,EVANGELICAL CHRISTIAN CHURCH,41.924640000435716,-87.74096000030374,IL,4538 W FULLERTON AVE,60639
96,ST LADISLAUS CHURCH,CHICAGO,CONVENTS/RECTORIES/MONASTERIES,41.94186000043874,-87.76048000025179,IL,5345 W ROSCOE ST,60641
97,HOLY TEMPLE NON-DENOMINATIONAL,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.73896000020392,-87.653779999947,IL,8518 S RACINE AVE,60620
98,WELLSPRING CHRISTIAN MNSTRS,CHICAGO,EVANGELICAL - OTHER,41.75195999985414,-87.55647000009037,IL,2810 E 79TH ST,60649
99,ELLIS AVENUE,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.803949999792735,-87.60117999975716,IL,5001 S ELLIS AVE,60615
100,KINGDOM OF GOD MSSNRY BAPT CHR,CHICAGO,BAPTIST - OTHER,41.80320999984167,-87.67073999965123,IL,1818 W 50TH ST,60609
101,HYDE PARK UNION CHURCH,CHICAGO,AMERICAN BAPTIST CHURCHES/USA,41.793270000110454,-87.59659999989003,IL,5600 S WOODLAWN AVE,60637
102,LAKEVIEW SEVENTH-DAY ADVENTIST CHURCH,CHICAGO,SEVENTH DAY ADVENTISTS,41.943400000409724,-87.68661999991303,IL,2318 W ROSCOE ST,60618
103,NEW COVENANT CHRIST FELLOWSHIP,CHICAGO,NON CLASSIFIED AFFILIATION,41.96957999991713,-87.68871000006641,IL,4839 N WESTERN AVE,60625
104,BOWMANVILLE BAPTIST CHURCH,CHICAGO,CONSERVATIVE BAPTIST ASSOCIATION,41.97768999979371,-87.69242000028277,IL,5301 N LINCOLN AVE,60625
105,NEW GALILEE MISSIONARY BAPTIST CHURCH,CHICAGO,BAPTIST - OTHER,41.88881999974325,-87.75502999983456,IL,431 N LARAMIE AVE,60644
106,NEW SONG CHURCH OF THE NAZARENE,NORRIDGE,CHURCH OF THE NAZARENE,41.95781000033128,-87.8174099995718,IL,4256 N ORIOLE AVE,60706
107,SAINT ISAAC JOGUES CATHOLIC CHURCH,NILES,ROMAN CATHOLIC CHURCH,42.05459999959038,-87.83037000007539,IL,8149 W GOLF RD,60714
108,NEW ORIGINAL CHURCH OF GOD,CHICAGO,CHURCH OF GOD IN CHRIST,41.753490000263355,-87.581779999947,IL,1750 E 78TH ST,60649
109,WORLD HARVEST FAMILY CTR,CHICAGO,NON CLASSIFIED AFFILIATION,41.78705999971925,-87.66092999961973,IL,1434 W 59TH ST,60636
110,PILSEN MONTESSORI,CHICAGO,NON CLASSIFIED AFFILIATION,41.85283000020439,-87.6761200004376,IL,2003 W 21ST PL,60608
111,RAVENSWOOD FELLOWSHIP UNITED,CHICAGO,UNITED METHODIST CHURCH,41.963810000031515,-87.67202999978463,IL,4511 N HERMITAGE AVE,60640
112,ST GEORGE ANTIOCH ORTHODOX CHR,CICERO,ANTIOCHIAN ORTHODOX CHRISTIAN,41.86475000041224,-87.77565000014738,IL,1220 S 60TH CT,60804
113,PROGRESSIVE BEULAH PENTECOSTAL,CHICAGO,UNITED PENTECOSTAL CHURCH,41.735680000032005,-87.65607999989203,IL,1301 W 87TH ST,60620
114,SAINT BRONISLAVA CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.73699999975025,-87.5612999997951,IL,8708 S COLFAX AVE,60617
115,JOY MISSION HOUSE OF PRAYER BAPTIST CHR,CHICAGO, ,41.77127000001053,-87.64419999973018,IL,6743 S HALSTED ST,60621
116,WEST POINT MISSIONARY BAPT CHR,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.82937000022537,-87.61010000011487,IL,3566 S COTTAGE GROVE AVE,60653
117,CITY HILL CHURCH,CHICAGO,NON CLASSIFIED AFFILIATION,41.856599999590344,-87.65726999991051,IL,1847 S ALLPORT ST # 1,60608
118,CHURCH OF LIVING GOD,OAK LAWN,CHURCH OF THE LIVING GOD,41.71287000035028,-87.75730000019479,IL,9841 S 55TH AVE,60453
119,SHILOH MISSIONARY BAPTIST CHR,SUMMIT ARGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.77576999978572,-87.81302999993449,IL,7661 W 63RD PL,60501
120,CHURCH OF CHRIST,BURBANK,CHRISTIAN & CHURCHES OF CHRIST,41.7428600001889,-87.7509699996657,IL,8230 LARAMIE AVE,60459
121,ALPHA & OMEGA BAPTIST CHURCH,CICERO,INDEPENDENT BAPTIST CHURCHES,41.84585000027732,-87.75929999979513,IL,5406 W 25TH ST,60804
122,NEW PHILADELPHIA CHRISTIAN MINISTRIES,CHICAGO,CHURCH OF GOD IN CHRIST,41.87744000015596,-87.74494000038067,IL,215 S CICERO AVE,60644
123,NEW GREATER TRUE LIGHT,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.90010999967677,-87.76103000043412,IL,5401 W THOMAS ST,60651
124,ST VIATOR CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.94644000030581,-87.7316699999705,IL,4170 W ADDISON ST,60641
125,FIRST ROMANIAN FUNDAMENTALIST,NILES,ROMANIAN ORTHODOX EPISCOPATE,42.014230000414216,-87.79069999990503,IL,7280 N CALDWELL AVE,60714
126,CONCORD BAPTIST CHURCH,CHICAGO,PROGRESSIVE NATIONAL BAPTIST CONVENTION,41.77987000000053,-87.59419000026827,IL,6319 S KIMBARK AVE,60637
127,CATHEDRAL OF LOVE M B CH,CHICAGO,BAPTIST - OTHER,41.75862000031282,-87.6161500003222,IL,360 E 75TH ST,60619
128,METROPOLITAN COMMUNITY CHURCH,CHICAGO,METROPOLITAN COMMUNITY CHURCHES,41.94872999978969,-87.64965000014735,IL,3656 N HALSTED ST,60613
129,STONE TEMPLE BAPTIST CHURCH,CHICAGO,BAPTIST - OTHER,41.86317999995708,-87.71629999984509,IL,3622 W DOUGLAS BLVD,60623
130,NEW RISING SUN MB CHURCH LLC,CHICAGO,NON CLASSIFIED AFFILIATION,41.87553000020938,-87.74486999985055,IL,349 S CICERO AVE,60644
131,LIFE OF PEACE INTL MINISTRIES,CHICAGO,BAPTIST - OTHER,41.90960000023989,-87.77294000018082,IL,5902 W NORTH AVE,60639
132,PROTESTANT NUTRITION CHURCH,CHICAGO,NON CLASSIFIED AFFILIATION,41.975630000124454,-87.80674000035071,IL,5201 N HARLEM AVE,60656
133,ZION LUTHERAN CHURCH,CHICAGO,LUTHERAN CHURCH - MISSOURI SYNOD,41.71378999960882,-87.6571699997956,IL,9901 S WINSTON AVE,60643
134,FIRST NEW MT OLIVE MSSNRY BAPT,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.7152100003413,-87.566899999935,IL,2349 E 99TH ST,60617
135,CONGREGATIONAL-JEHOVAH WITNESS,CHICAGO,JEHOVAH'S WITNESSES,41.7657000003548,-87.64480000041965,IL,7046 S HALSTED ST,60621
136,IGLESIA BAUTISTA ERIE,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.89283999986617,-87.6820400000459,IL,2201 W ERIE ST,60612
137,MICHAEL ARCHANGEL CHURCH,BURBANK,ORTHODOX CHURCH IN AMERICA,41.74148999996356,-87.74743000009437,IL,5037 W 83RD ST,60459
138,ASHBURN LUTHERAN CHURCH,CHICAGO,EVANGELICAL LUTHERAN CHURCH IN AMERICA,41.74216999984566,-87.70644000020582,IL,3345 W 83RD ST,60652
139,JEHOVAH WITNESSES CCERO CONGREGATION,BERWYN,JEHOVAH'S WITNESSES,41.817300000294836,-87.7928300001044,IL,4108 OAK PARK AVE,60402
140,MT EBENEZER BAPTIST CHURCH,CHICAGO,NATIONAL BAPTIST CONVENTION-USA,41.89324000032582,-87.71598999993853,IL,3555 W HURON ST,60624
141,KINGDOM HALL OF JEHOVAHS WITNESSES,CHICAGO,JEHOVAH'S WITNESSES,41.92737000042524,-87.76578999960878,IL,2555 N CENTRAL AVE,60639
142,SAINT ROBERT BELLARMINE CATHOLIC CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.965040000095996,-87.77780999993149,IL,4646 N AUSTIN AVE,60630
143,FAITH COMMUNITY REFORMED CHR,BERWYN,REFORMED CHURCH IN AMERICA,41.81901999957336,-87.79359999964021,IL,6825 40TH ST,60402
144,NEW LIFE SOUTHSIDE,CHICAGO,NON CLASSIFIED AFFILIATION,41.752799999920114,-87.59953999967121,IL,1021 E 78TH ST,60619
145,UNITED FAITH TEMPLE,CHICAGO,CHRISTIAN & MISSIONARY ALLIANCE,41.78452000039778,-87.66521999960327,IL,6005 S MARSHFIELD AVE,60636
146,ARCHDIOCESE OF CHICAGO PASTORA,CHICAGO,NON CLASSIFIED AFFILIATION,41.830759999574354,-87.60747999980214,IL,3525 S LAKE PARK AVE,60653
147,GREATER KING DAVID BAPTIST CHR,CHICAGO,BAPTIST - OTHER,41.804999999650306,-87.61901000001143,IL,4921 S PRAIRIE AVE,60615
148,UNIVERSAL CHURCH AUTO,CHICAGO,UNITARIAN UNIVERSALIST ASSOCIATION,41.84985000037727,-87.69478999985859,IL,2301 S CALIFORNIA AVE,60608
149,UKRAINIAN CULTURAL CTR,CHICAGO,ROMAN CATHOLIC CHURCH,41.89552000024787,-87.68386999990054,IL,2247 W CHICAGO AVE,60622
150,UNITY LUTHERAN CHURCH,CHICAGO,EVANGELICAL LUTHERAN CHURCH IN AMERICA,41.980129999899646,-87.66038999989854,IL,1212 W BALMORAL AVE,60640
151,RAYON OF GOD INC,EVANSTON,NON CLASSIFIED AFFILIATION,42.02006999993063,-87.68257999976714,IL,742 DOBSON ST # 1E,60202
152,QUEEN OF ALL SAINTS CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.994760000073995,-87.74308999960374,IL,6280 N SAUGANASH AVE,60646
153,SAINT CYPRIAN CATHOLIC CHURCH,RIVER GROVE,ROMAN CATHOLIC CHURCH,41.926590000428234,-87.83043000014436,IL,2601 CLINTON ST,60171
154,NEW PARADISE MB CHURCH,CHICAGO,NATIONAL BAPTIST CONVENTION OF AMERICA,41.78227000006052,-87.60408999995349,IL,6643 S EVANS AVE,60637
155,JEHOVAHS WITNESSES IN CHICAGO,CHICAGO,JEHOVAH'S WITNESSES,41.787689999993574,-87.62744000025577,IL,48 W 59TH ST,60621
156,LAKE SHORE CHURCH,CHICAGO,ASSEMBLIES OF GOD,41.88115000037226,-87.64649000011337,IL,733 W MADISON ST,60661
157,ST JOSEPH CHURCH,CHICAGO,ROMAN CATHOLIC CHURCH,41.90234999955288,-87.63692999991952,IL,1107 N ORLEANS ST,60610
158,PLAIN TALK MISSIONARY BAPTIST,CHICAGO,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,41.86638999959888,-87.72908999970366,IL,4136 W ROOSEVELT RD,60624
159,NEW MISSION CHURCH OF GOD IN CHRIST,CHICAGO,CHURCH OF GOD IN CHRIST,41.8705899999286,-87.74246999979061,IL,4700 W POLK ST,60644
160,OLD LANDMARK CHURCH,CHICAGO,NON CLASSIFIED AFFILIATION,41.90182999985467,-87.76851999959825,IL,5707 W DIVISION ST,60651
161,GRACE EVANGELICAL COVENANT CHR,CHICAGO,EVANGELICAL COVENANT CHURCH,41.95742999989466,-87.71900999981159,IL,4201 N MONTICELLO AVE,60618
162,SKOKIE VALLEY SYNAGOGUE,SKOKIE, ,42.04168999959387,-87.7191099999265,IL,8825 E PRAIRIE RD,60076
163,DAVIS CHAPEL DEVELOPMENT INC,SUMMIT ARGO,NON CLASSIFIED AFFILIATION,41.786560000044005,-87.81046000012884,IL,5735 S ARCHER RD,60501
164,ST ALBAN'S EPISCOPAL CHURCH,CHICAGO,EPISCOPAL CHURCH,41.994280000421725,-87.8049600001039,IL,6240 N AVONDALE AVE,60631
165,PRAISE TABERNACLE DELIVERANCE,CHICAGO,SOUTHERN BAPTIST CONVENTION,41.72238000003705,-87.55068000018184,IL,9511 S COMMERCIAL AVE,60617
166,CHRIST UNITY EVANGELICAL CHURCH,CHICAGO,NON-DENOMINATIONAL CHURCHES,41.78399000023836,-87.62022000005294,IL,208 E 61ST ST,60637
