,church name,city,denomination,latitude,longitude,state,street address,zip code
51,MIRACLE REVIVAL CHURCH OF GOD,PEORIA,"CHURCH OF GOD (CLEVELAND, TN)",40.6966899999436,-89.58236999977561,IL,701 NE ADAMS ST,61603
52,GLENDALE CHURCH,EAST PEORIA,NON-DENOMINATIONAL CHURCHES,40.65015000042223,-89.53563000002447,IL,480 MATHENY RD,61611
53,BETHEL MEMORIAL UNITED CHURCH OF CHRIST,CREVE COEUR,UNITED CHURCH OF CHRIST,40.64513999961133,-89.60186000013886,IL,201 S MAIN ST,61610
54,LIVING HOPE EVANGELICAL LUTH,PEORIA,EVANGELICAL LUTHERAN CHURCH IN AMERICA,40.761039999696266,-89.62565999960924,IL,2110 W NORTHMOOR RD,61614
55,FIRST ASSEMBLY OF GOD,PEORIA,ASSEMBLIES OF GOD,40.73835000015242,-89.62006999993054,IL,4020 N BRANDYWINE DR,61614
56,ST ANNS CATHOLIC CHURCH,PEORIA,ROMAN CATHOLIC CHURCH,40.6813900003483,-89.62421000019134,IL,1009 S LOUISA ST,61605
57,FIRST BAPTIST CHURCH,CREVE COEUR,INDEPENDENT BAPTIST CHURCHES,40.64876999973575,-89.58960000043965,IL,425 RUSCHE ST,61610
58,ISLAMIC CENTER OF PEORIA,PEORIA, ,40.70875999987413,-89.59812999989953,IL,1716 N NORTH ST,61604
59,JOY FELLOWSHIP MENNONITE CHR,PEORIA,MENNONITE CHURCH USA,40.66300000034977,-89.6397900001084,IL,2918 W MONTANA ST,61605
60,FIRST FEDERATED PRESBYTERIAN,PEORIA,UNITED CHURCH OF CHRIST,40.73086999965079,-89.6043600003137,IL,3601 N SHERIDAN RD,61604
61,PEORIA FRIENDSHIP MSSNRY BAPT,PEORIA,NATIONAL BAPTIST CONVENTION-USA,40.7343700000755,-89.5847699998356,IL,3828 N NEW YORK AVE,61614
62,AGAPE BAPTIST CHURCH,PEORIA,BAPTIST - OTHER,40.66725999984919,-89.63256000034369,IL,1832 S GRISWOLD ST,61605
63,ELM RIDGE MISSIONARY BAPTIST,EAST PEORIA,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,40.63148000010199,-89.57029999984508,IL,737 ILLINOIS ST,61611
64,PILGRIMS' PROGRESS COGIC,PEORIA,CHURCH OF GOD IN CHRIST,40.67716000043373,-89.64157000035522,IL,3033 W MARQUETTE ST,61605
65,CATHOLIC CHARISMATIC RENEWAL,PEORIA,ROMAN CATHOLIC CHURCH,40.706820000342816,-89.58014999992253,IL,1301 NE GLENDALE AVE,61603
66,BAER AVENUE CHURCH OF CHRIST,PEORIA,UNITED CHURCH OF CHRIST,40.6811999996803,-89.648639999936,IL,707 S BAER AVE,61604
67,WORD OF FAITH CHRISTIAN CTR,PEORIA,NON-DENOMINATIONAL CHURCHES,40.773869999600834,-89.62887000015036,IL,7116 N TERRA VISTA DR,61614
68,GALILEE MISSIONARY BAPTIST CHR,PEORIA,BAPTIST MISSIONARY ASSOCIATION OF AMERICA,40.671389999648795,-89.63829999974513,IL,1506 S FOLKERS AVE,61605
69,ST PETERS LUTHERAN CHURCH,EAST PEORIA,LUTHERAN CHURCH - MISSOURI SYNOD,40.6634399999561,-89.5780700002303,IL,200 COLE ST,61611
70,FIRST MISSIONARY CHURCH,NORTH PEKIN,NON CLASSIFIED AFFILIATION,40.61103999999608,-89.61971999997797,IL,124 LINCOLN BLVD,61554
71,HARVEST BIBLE CHAPEL,EAST PEORIA,NON-DENOMINATIONAL CHURCHES,40.63870999986665,-89.53405000000748,IL,401 CIMMERON DR,61611
72,NORTH SIDE CHURCH NAZARENE,PEORIA,CHURCH OF THE NAZARENE,40.704630000074474,-89.58027999962223,IL,1203 NE PERRY AVE,61603
73,ILLINOIS RIVER DIST THE UNITED,PEORIA,METHODIST - OTHER,40.722099999915145,-89.61220000032972,IL,2818 N UNIVERSITY ST,61604
74,CHURCH OF CHRIST,PEORIA,CHURCHES OF CHRIST (NON-INSTRUMENTAL),40.73112999994959,-89.57025999979913,IL,1509 E PARIS AVE,61603
75,SAINT SHARBEL MARONITE CATHOLIC CHR,PEORIA,ROMAN CATHOLIC CHURCH,40.74297999962732,-89.63737999958727,IL,2914 W SCENIC DR,61615
76,SAINT THOMAS CATHOLIC CHURCH,PEORIA HEIGHTS,ROMAN CATHOLIC CHURCH,40.7391500001724,-89.5801400003607,IL,904 E LAKE AVE,61616
77,FIRST UNITED METHODIST CHURCH,EAST PEORIA,UNITED METHODIST CHURCH,40.66473000008949,-89.57838000013686,IL,154 E WASHINGTON ST,61611
78,ANSHAI EMETH CONGREGATION,PEORIA, ,40.755929999669775,-89.61122000010289,IL,5614 N UNIVERSITY ST,61614
79,PEORIA AREA FELLOWSHIP,PEORIA,NON CLASSIFIED AFFILIATION,40.77681000028133,-89.62329999959525,IL,2001 W WILLOW KNOLLS DR,61614
80,SACRED HEART PARISH,PEORIA,ROMAN CATHOLIC CHURCH,40.69338999974872,-89.59281999964321,IL,504 FULTON ST,61602
81,ST LUKE MSSNRY BAPT CHR PEORIA,PEORIA,BAPTIST - OTHER,40.67916000003402,-89.61226999996052,IL,410 S OLIVE ST,61605
82,UNITED DISCIPLES CHRISTIAN CHURCH,WEST PEORIA,CHRISTIAN CHURCH (DISCIPLES OF CHRIST),40.69387000030031,-89.62560000043965,IL,2018 W KELLOGG AVE,61604
83,MEMORIAL CHRISTIAN CHURCH,PEORIA,CHRISTIAN CHURCH (DISCIPLES OF CHRIST),40.71924000022591,-89.63277000013534,IL,2507 W NEWMAN PKWY,61604
84,KINGDOM TEMPLE C O G I C KTOM,PEORIA,CHURCH OF GOD IN CHRIST,40.687379999587336,-89.60808999965371,IL,911 W SMITH ST,61605
85,FIRST CHRISTIAN CHURCH,PEORIA,CHRISTIAN CHURCH (DISCIPLES OF CHRIST),40.765520000347806,-89.6109599998041,IL,6400 N UNIVERSITY ST,61614
86,REDEEMER LUTHERAN CHURCH,PEORIA,LUTHERAN CHURCH - MISSOURI SYNOD,40.7706300003743,-89.63388000006194,IL,6801 N ALLEN RD,61614
87,APOSTOLIC CHRISTIAN CHURCH,PEORIA,CHRISTIAN - OTHER,40.729670000070485,-89.60212000043765,IL,3420 N SHERIDAN RD,61604
88,BETHEL MEMORIAL UCC,CREVE COEUR,UNITED CHURCH OF CHRIST,40.64513999961133,-89.60186000013886,IL,201 S MAIN ST,61610
89,EAST PEORIA COMMUNITY CHURCH,EAST PEORIA,NON CLASSIFIED AFFILIATION,40.66308000044171,-89.571959999954,IL,526 E WASHINGTON ST,61611
90,BARTONVILLE UNITED MTHDST CHR,BARTONVILLE,UNITED METHODIST CHURCH,40.64956999975573,-89.6523900001983,IL,6005 S ADAMS ST,61607
91,JEHOVAHS WITNESSES EAST PEORIA,EAST PEORIA,JEHOVAH'S WITNESSES,40.687229999864655,-89.50703999999598,IL,4101 E WASHINGTON ST,61611
92,CENTRAL CHURCH OF GOD,PEORIA,"CHURCH OF GOD (ANDERSON, IN)",40.67392000030782,-89.62351000028627,IL,1301 S WESTERN AVE,61605
93,HOLY TEMPLE CHR-GOD-CHRIST,PEORIA,CHURCH OF GOD IN CHRIST,40.68583000005452,-89.61185000037716,IL,228 S WEBSTER ST,61605
94,CATHEDRAL OF ST MARY SCHOOL,PEORIA,NON CLASSIFIED AFFILIATION,40.69338999974872,-89.59281999964321,IL,504 FULTON ST,61602
95,ANN STREET BIBLE CHURCH,PEORIA,NON CLASSIFIED AFFILIATION,40.679830000354286,-89.6264500000674,IL,2105 W ANN ST,61605
96,CHURCH OF THE LIVING GOD,PEORIA,CHURCH OF THE LIVING GOD,40.708100000015065,-89.59597999967718,IL,1703 N LINN ST,61604
97,VICTORIOUS LIFE EVANGELICAL,EAST PEORIA,NON-DENOMINATIONAL CHURCHES,40.66947000014045,-89.58172999993951,IL,3702 SPRINGFIELD RD,61611
98,WARD CHAPEL AME CHURCH,PEORIA,AFRICAN METHODIST EPISCOPAL CHURCH,40.69387000030031,-89.60787000030024,IL,511 N RICHARD ALLEN DR,61605
99,ALL NATIONS PENECOSTAL,PEORIA,BAPTIST - OTHER,40.70013000029934,-89.58215999998396,IL,901 NE MADISON AVE,61603
100,SURE FOUNDATION CHURCH ASSEMBLY OF GOD,PEORIA, ,40.728660000258856,-89.58441999988304,IL,3405 N WISCONSIN AVE,61603
101,NEW CORNERSTONE BAPTIST CHURCH,PEORIA,NATIONAL BAPTIST CONVENTION-USA,40.68201999972325,-89.65025000043715,IL,3609 W HARMON HWY,61604
102,HILLTOP CAMPUS CHURCH,PEORIA,ASSEMBLIES OF GOD,40.70007000023037,-89.61374000030071,IL,1309 W MAIN ST,61606
103,SALVATION ARMY,PEORIA,NON-DENOMINATIONAL CHURCHES,40.7115699999556,-89.63876000027375,IL,2903 W NEBRASKA AVE,61604
104,GLORIOUS CHURCH JESUS CHRIST,PEORIA,PENTECOSTAL - OTHER,40.70723000036429,-89.56830999980662,IL,1915 NE JEFFERSON AVE,61603
105,ST ANN'S CATHOLIC CHURCH,PEORIA,ROMAN CATHOLIC CHURCH,40.67739999981018,-89.61473999965125,IL,1010 S LOUISA ST,61605
106,GOSPEL EXPERIENCE,PEORIA,NON-DENOMINATIONAL CHURCHES,40.71731999981819,-89.56075000011236,IL,3101 NE MADISON AVE,61603
